89,95,54,7,89,95,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,95,7,327,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
9,64,76,12,9,21,2,1,1,1,2,1,2,4,ËÎÆÜ,76,9,106,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
38,60,40,25,12,180,1,1,1,1,1,1,0,6,ËÎÆÜ,180,12,163,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
89,49,74,2,44,49,1,2,1,1,1,2,2,4,ËÎÆÜ,89,2,216,ËÎÆÜ,ÈÑÒÈÍÀ,ËÎÆÜ
7,87,92,45,4,261,1,1,1,1,1,1,0,6,ËÎÆÜ,261,4,231,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
15,34,76,21,10,51,1,1,1,1,1,1,0,6,ËÎÆÜ,76,10,121,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
3,54,48,25,3,27,2,1,1,1,2,1,2,4,ËÎÆÜ,54,3,103,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
55,87,22,23,55,261,2,1,1,1,2,1,2,4,ËÎÆÜ,261,22,220,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
10,72,80,47,6,108,1,1,1,1,1,1,0,6,ËÎÆÜ,108,6,209,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
59,24,45,50,59,24,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,59,24,178,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
1,12,39,14,3,12,1,2,1,1,1,2,2,4,ËÎÆÜ,39,1,41,ËÎÆÜ,ÈÑÒÈÍÀ,ËÎÆÜ
37,8,44,4,37,8,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,44,4,90,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ
14,7,80,25,14,10,2,1,1,1,2,1,2,4,ËÎÆÜ,80,7,63,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
33,7,47,41,22,21,1,1,1,1,1,1,0,6,ËÎÆÜ,47,7,117,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
32,67,83,33,16,134,1,1,1,1,1,1,0,6,ËÎÆÜ,134,16,215,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
7,42,92,2,10,28,1,1,1,1,1,1,0,6,ËÎÆÜ,92,2,87,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
41,31,35,50,41,31,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,50,31,148,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ
77,43,41,38,77,86,2,1,1,1,2,1,2,4,ËÎÆÜ,86,38,238,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
20,16,63,40,13,48,1,1,1,1,1,1,0,6,ËÎÆÜ,63,13,124,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
61,57,19,31,30,85,1,1,1,1,1,1,0,6,ËÎÆÜ,85,19,179,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
84,79,94,25,252,158,1,1,1,1,1,1,0,6,ËÎÆÜ,252,25,415,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
83,56,41,26,41,28,1,1,2,1,2,1,2,4,ËÎÆÜ,83,26,166,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
96,85,46,7,64,85,1,2,1,1,1,2,2,4,ËÎÆÜ,96,7,280,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
30,14,35,15,20,21,1,1,1,1,1,1,0,6,ËÎÆÜ,35,14,86,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
29,21,74,35,29,14,2,1,1,1,2,1,2,4,ËÎÆÜ,74,14,114,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
50,54,55,42,50,54,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,55,42,208,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ
74,80,21,27,24,53,1,1,1,1,1,1,0,6,ËÎÆÜ,80,21,178,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
13,98,40,37,8,294,1,1,1,1,1,1,0,6,ËÎÆÜ,294,8,188,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
38,30,50,42,57,30,1,2,1,1,1,2,2,4,ËÎÆÜ,57,30,160,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
87,84,31,12,43,84,1,2,1,1,1,2,2,4,ËÎÆÜ,87,12,242,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
71,76,73,29,35,228,1,1,1,1,1,1,0,6,ËÎÆÜ,228,29,255,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
9,12,17,44,4,24,1,1,1,1,1,1,0,6,ËÎÆÜ,44,4,62,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
77,81,73,47,77,27,2,1,1,1,2,1,2,4,ËÎÆÜ,81,27,274,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
48,33,39,27,144,16,1,1,1,1,1,1,0,6,ËÎÆÜ,144,16,147,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
41,79,45,50,41,52,2,1,1,1,2,1,2,4,ËÎÆÜ,79,41,188,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
18,89,93,5,18,59,2,1,1,1,2,1,2,4,ËÎÆÜ,93,5,184,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
75,37,21,49,112,37,1,2,1,1,1,2,2,4,ËÎÆÜ,112,21,198,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
98,81,51,21,98,81,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,98,21,311,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
51,22,57,6,51,66,2,1,1,1,2,1,2,4,ËÎÆÜ,66,6,181,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
93,9,20,40,93,6,2,1,1,1,2,1,2,4,ËÎÆÜ,93,6,162,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
98,41,83,19,98,41,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,98,19,263,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
34,1,72,32,102,1,1,2,1,1,1,2,2,4,ËÎÆÜ,102,1,139,ËÎÆÜ,ÈÑÒÈÍÀ,ËÎÆÜ
9,58,43,49,3,58,1,2,1,1,1,2,2,4,ËÎÆÜ,58,3,159,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
23,36,58,21,34,108,1,1,1,1,1,1,0,6,ËÎÆÜ,108,21,151,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
53,5,40,30,53,2,2,1,1,1,2,1,2,4,ËÎÆÜ,53,2,128,ËÎÆÜ,ËÎÆÜ,ËÎÆÜ
95,62,66,49,285,62,1,2,1,1,1,2,2,4,ËÎÆÜ,285,49,285,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
23,91,62,14,11,91,1,2,1,1,1,2,2,4,ËÎÆÜ,91,11,190,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
37,27,38,8,37,13,2,1,1,1,2,1,2,4,ËÎÆÜ,38,8,114,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
75,39,51,13,50,19,1,1,1,1,1,1,0,6,ËÎÆÜ,75,13,159,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
23,69,80,17,7,69,1,2,1,1,1,2,2,4,ËÎÆÜ,80,7,178,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
21,92,59,38,21,276,2,1,1,1,2,1,2,4,ËÎÆÜ,276,21,210,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
37,45,93,18,55,90,1,1,1,1,1,1,0,6,ËÎÆÜ,93,18,227,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
96,82,11,9,32,82,1,2,1,1,1,2,2,4,ËÎÆÜ,96,9,207,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
61,29,49,19,183,29,1,2,1,1,1,2,2,4,ËÎÆÜ,183,19,168,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
9,6,3,42,9,9,3,1,1,1,3,3,0,3,ËÎÆÜ,42,3,33,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
65,60,45,50,32,60,1,2,1,1,1,2,2,4,ËÎÆÜ,65,32,215,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
94,82,93,48,62,123,1,1,1,1,1,1,0,6,ËÎÆÜ,123,48,331,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
85,72,38,43,56,144,1,1,1,1,1,1,0,6,ËÎÆÜ,144,38,256,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
12,18,89,10,36,18,1,2,1,1,1,2,2,4,ËÎÆÜ,89,10,84,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
41,2,42,6,123,1,1,1,1,1,1,1,0,6,ËÎÆÜ,123,1,91,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
75,48,21,16,37,16,1,1,1,2,1,2,2,4,ËÎÆÜ,75,16,122,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
35,98,71,49,35,196,2,1,1,1,2,1,2,4,ËÎÆÜ,196,35,253,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
60,73,98,25,60,146,2,1,1,1,2,1,2,4,ËÎÆÜ,146,25,291,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
19,58,98,27,9,58,1,2,1,1,1,2,2,4,ËÎÆÜ,98,9,162,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
38,43,92,32,38,21,2,1,1,1,2,1,2,4,ËÎÆÜ,92,21,151,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
92,42,100,16,30,14,1,1,1,1,1,1,0,6,ËÎÆÜ,100,14,180,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
31,58,34,10,10,116,1,1,1,2,2,1,2,4,ËÎÆÜ,116,10,133,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
9,64,7,2,6,64,1,2,1,1,1,2,2,4,ËÎÆÜ,64,2,86,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
36,3,93,30,54,3,1,2,1,1,1,2,2,4,ËÎÆÜ,93,3,123,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
49,74,77,37,73,49,2,1,1,1,1,2,2,4,ËÎÆÜ,77,37,245,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
46,29,39,35,23,14,1,1,1,1,1,1,0,6,ËÎÆÜ,46,14,126,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
5,1,51,34,1,1,1,3,1,1,3,3,0,3,ËÎÆÜ,51,1,41,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
41,9,53,21,41,6,2,1,1,1,2,1,2,4,ËÎÆÜ,53,6,112,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
11,69,60,19,5,34,1,1,1,1,1,1,0,6,ËÎÆÜ,69,5,124,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
84,17,1,24,28,11,1,1,1,1,1,1,0,6,ËÎÆÜ,84,1,80,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
40,8,88,5,120,2,1,1,1,1,1,1,0,6,ËÎÆÜ,120,2,141,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
85,76,65,19,85,25,2,1,1,1,2,1,2,4,ËÎÆÜ,85,19,251,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
92,73,91,9,92,219,2,1,1,1,2,1,2,4,ËÎÆÜ,219,9,348,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
29,94,68,12,29,94,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,94,12,220,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
59,97,89,19,19,48,1,1,1,2,2,1,2,4,ËÎÆÜ,97,19,215,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
61,21,72,32,61,14,2,1,1,1,2,1,2,4,ËÎÆÜ,72,14,175,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
97,55,69,9,64,82,1,1,1,1,1,1,0,6,ËÎÆÜ,97,9,270,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
54,4,54,1,18,4,2,2,2,1,1,2,4,2,ÈÑÒÈÍÀ,54,1,80,ËÎÆÜ,ËÎÆÜ,ËÎÆÜ
39,30,17,18,39,90,2,1,1,1,2,1,2,4,ËÎÆÜ,90,17,126,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
95,39,13,46,95,39,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,95,13,219,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
49,98,22,24,49,49,3,1,1,1,3,3,0,3,ËÎÆÜ,98,22,171,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
80,64,9,4,160,32,1,1,1,1,1,1,0,6,ËÎÆÜ,160,4,185,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
95,85,62,40,190,170,1,1,1,1,1,1,0,6,ËÎÆÜ,190,40,412,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
73,64,12,27,48,21,1,1,1,1,1,1,0,6,ËÎÆÜ,73,12,160,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
75,97,38,11,75,48,2,1,1,1,2,1,2,4,ËÎÆÜ,97,11,236,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
42,8,92,3,42,2,2,1,1,1,2,1,2,4,ËÎÆÜ,92,2,95,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
95,79,48,15,95,79,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,95,15,301,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
98,19,59,11,65,19,1,2,1,1,1,2,2,4,ËÎÆÜ,98,11,162,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
92,22,100,26,184,22,1,2,1,1,1,2,2,4,ËÎÆÜ,184,22,240,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
16,88,23,11,10,29,1,1,1,1,1,1,0,6,ËÎÆÜ,88,10,79,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
78,72,76,50,26,48,1,1,1,1,1,1,0,6,ËÎÆÜ,78,26,246,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
87,30,14,21,58,30,1,2,1,1,1,2,2,4,ËÎÆÜ,87,14,139,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
70,15,46,22,70,30,2,1,1,1,2,1,2,4,ËÎÆÜ,70,15,168,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
25,12,19,31,25,8,2,1,1,1,2,1,2,4,ËÎÆÜ,31,8,81,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
89,24,51,33,267,12,1,1,1,1,1,1,0,6,ËÎÆÜ,267,12,197,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
1,14,77,38,2,14,1,2,1,1,1,2,2,4,ËÎÆÜ,77,1,68,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
69,40,46,41,23,40,1,2,1,1,1,2,2,4,ËÎÆÜ,69,23,167,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
40,60,79,40,120,180,2,1,1,2,1,1,2,4,ËÎÆÜ,180,40,299,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
15,1,81,3,22,1,1,2,1,1,1,2,2,4,ËÎÆÜ,81,1,41,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
56,32,64,37,37,48,1,1,1,2,2,1,2,4,ËÎÆÜ,64,32,178,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
3,36,23,8,6,54,1,1,1,1,1,1,0,6,ËÎÆÜ,54,3,73,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
21,56,38,6,31,37,1,1,1,1,1,1,0,6,ËÎÆÜ,56,6,127,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
23,98,46,42,34,196,1,1,1,1,1,1,0,6,ËÎÆÜ,196,23,220,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
26,54,18,30,13,81,1,1,1,1,1,1,0,6,ËÎÆÜ,81,13,128,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
77,41,25,36,38,13,1,1,1,1,1,1,0,6,ËÎÆÜ,77,13,140,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
50,81,40,18,150,54,1,1,1,1,1,1,0,6,ËÎÆÜ,150,18,225,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
53,87,63,8,53,130,2,1,1,1,2,1,2,4,ËÎÆÜ,130,8,256,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
54,59,95,34,162,88,1,1,1,1,1,1,0,6,ËÎÆÜ,162,34,296,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
39,98,76,20,117,98,1,2,1,1,1,2,2,4,ËÎÆÜ,117,20,311,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
40,31,97,16,40,31,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,97,16,142,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ
100,33,56,32,100,33,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,100,32,222,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
42,30,13,18,63,10,1,1,1,1,1,1,0,6,ËÎÆÜ,63,10,103,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
17,46,49,6,34,30,1,1,1,1,1,1,0,6,ËÎÆÜ,49,6,127,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
3,14,56,22,2,14,1,2,1,1,1,2,2,4,ËÎÆÜ,56,2,53,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
41,80,65,10,41,80,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,80,10,227,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
20,89,78,31,10,267,1,1,1,1,1,1,0,6,ËÎÆÜ,267,10,218,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
7,79,62,8,14,158,1,1,1,1,1,1,0,6,ËÎÆÜ,158,7,163,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
52,78,83,15,52,78,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,83,15,260,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ
27,46,30,4,81,138,1,1,1,1,1,1,0,6,ËÎÆÜ,138,4,184,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
76,10,75,31,114,15,1,1,1,1,1,1,0,6,ËÎÆÜ,114,10,197,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
15,71,57,14,15,35,2,1,1,1,2,1,2,4,ËÎÆÜ,71,14,122,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
46,48,52,6,46,48,2,2,1,1,2,2,4,2,ÈÑÒÈÍÀ,52,6,188,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ
79,98,97,11,26,65,1,1,1,1,1,1,0,6,ËÎÆÜ,98,11,267,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
55,2,6,20,82,1,1,1,1,1,1,1,0,6,ËÎÆÜ,82,1,83,ËÎÆÜ,ÈÑÒÈÍÀ,ËÎÆÜ
54,21,10,47,18,7,1,1,1,1,1,1,0,6,ËÎÆÜ,54,7,96,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
94,44,7,49,31,22,1,1,1,1,1,1,0,6,ËÎÆÜ,94,7,146,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
90,1,35,13,180,0,1,1,1,1,1,1,0,6,ËÎÆÜ,180,0,139,ËÎÆÜ,ÈÑÒÈÍÀ,ËÎÆÜ
28,1,98,40,9,1,1,2,1,1,1,2,2,4,ËÎÆÜ,98,1,78,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
72,21,55,50,72,63,2,1,1,1,2,1,2,4,ËÎÆÜ,72,21,240,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
90,34,81,8,30,11,1,1,1,1,1,1,0,6,ËÎÆÜ,90,8,156,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
13,98,31,40,26,32,1,1,1,1,1,1,0,6,ËÎÆÜ,98,13,129,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
13,38,68,41,4,76,1,1,1,1,1,1,0,6,ËÎÆÜ,76,4,160,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
36,68,39,28,18,136,1,1,1,1,1,1,0,6,ËÎÆÜ,136,18,171,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
34,69,84,28,34,138,2,1,1,1,2,1,2,4,ËÎÆÜ,138,28,221,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
4,65,33,36,12,65,1,2,1,1,1,2,2,4,ËÎÆÜ,65,4,146,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
83,100,87,17,55,66,1,1,1,1,1,1,0,6,ËÎÆÜ,100,17,291,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
63,90,71,49,21,90,1,2,1,1,1,2,2,4,ËÎÆÜ,90,21,273,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
12,96,89,31,24,48,1,1,1,1,1,1,0,6,ËÎÆÜ,96,12,192,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
52,18,44,8,34,9,1,1,1,1,1,1,0,6,ËÎÆÜ,52,8,105,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
45,93,16,1,135,46,1,1,1,1,1,1,0,6,ËÎÆÜ,135,1,200,ËÎÆÜ,ÈÑÒÈÍÀ,ËÎÆÜ
69,78,90,4,69,52,2,1,1,1,2,1,2,4,ËÎÆÜ,90,4,268,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
3,77,61,46,9,51,1,1,1,1,1,1,0,6,ËÎÆÜ,77,3,167,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
66,51,45,11,33,17,1,1,1,1,1,1,0,6,ËÎÆÜ,66,11,146,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
66,65,58,28,99,97,1,1,1,1,1,1,0,6,ËÎÆÜ,99,28,286,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
93,17,41,6,62,51,1,1,1,1,1,1,0,6,ËÎÆÜ,93,6,171,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
11,98,18,45,3,49,1,1,1,1,1,1,0,6,ËÎÆÜ,98,3,123,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
74,97,74,21,74,32,3,1,3,1,3,1,0,3,ËÎÆÜ,97,21,254,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
94,6,19,24,282,3,1,1,1,1,1,1,0,6,ËÎÆÜ,282,3,143,ÈÑÒÈÍÀ,ÈÑÒÈÍÀ,ËÎÆÜ
82,52,17,39,82,78,2,1,1,1,2,1,2,4,ËÎÆÜ,82,17,251,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
48,80,24,19,24,80,1,2,2,1,2,2,4,2,ÈÑÒÈÍÀ,80,19,176,ÈÑÒÈÍÀ,ËÎÆÜ,ËÎÆÜ
